CL:0002322 embryonic stem cell,CL:1000497 kidney cell,0.000933426,,
CL:0002322 embryonic stem cell,CL:0001059 common myeloid progenitor, CD34-positive,0.006691657,
CL:0002322 embryonic stem cell,CL:0000763 myeloid cell,0.00313488,,
CL:0002322 embryonic stem cell,CL:0000353 blastoderm cell,0.00712624,,
CL:0002322 embryonic stem cell,UBERON:0001782 pigmented layer of retina,0.016059646,,
CL:0002322 embryonic stem cell,CL:0000192 smooth muscle cell,0.006914325,,
CL:0002322 embryonic stem cell,CL:0000746 cardiac muscle cell,0.042912975,,
CL:0002322 embryonic stem cell,CL:1000410 myocyte of atrioventricular node,0,,
UBERON:0001851 cortex,CL:0002092 bone marrow cell,0.003389376,,
UBERON:0001851 cortex,CL:0000451 dendritic cell,0.002903972,,
UBERON:0001851 cortex,UBERON:0002435 striatum,0.140475733,,
UBERON:0001851 cortex,CL:0000137 osteocyte,0.010172176,,
UBERON:0001851 cortex,CL:0002322 embryonic stem cell,0.007531712,,
UBERON:0001851 cortex,UBERON:0001003 skin epidermis,0.003102659,,
UBERON:0001851 cortex,UBERON:0000044 dorsal root ganglion,0.012621487,,
UBERON:0001851 cortex,UBERON:0001898 hypothalamus,0.050829673,,
UBERON:0001851 cortex,CL:0000988 hematopoietic cell,0.001890684,,
UBERON:0001851 cortex,CL:0000540 neuron,0.152555088,,
UBERON:0001851 cortex,CL:0002321 embryonic cell,0.00749768,,
UBERON:0001851 cortex,CL:0000037 hematopoietic stem cell,0.001677361,,
UBERON:0001851 cortex,CL:0000687 R1 photoreceptor cell,0.007846862,,
UBERON:0001851 cortex,UBERON:0001891 midbrain,0.096605772,,
UBERON:0001851 cortex,UBERON:0001997 olfactory epithelium,0.021795412,,
UBERON:0001851 cortex,CL:0002034 long term hematopoietic stem cell,0,,
UBERON:0001851 cortex,CL:0002033 short term hematopoietic stem cell,0,,
UBERON:0001851 cortex,CL:0002319 neural cell,0.152555088,,
UBERON:0001851 cortex,CL:0000235 macrophage,0.004965624,,
UBERON:0001851 cortex,UBERON:0000966 retina,0.023422275,,
UBERON:0001851 cortex,CL:0001056 dendritic cell, human,0.001558962,
UBERON:0001851 cortex,UBERON:0001264 pancreas,0.004436744,,
UBERON:0001851 cortex,UBERON:0000473 testis,0.008131428,,
UBERON:0001851 cortex,CL:0000169 type B pancreatic cell,0.000991912,,
UBERON:0001851 cortex,UBERON:0001902 epithelium of small intestine,0.002332678,,
UBERON:0001851 cortex,UBERON:0002048 lung,0.006818081,,
UBERON:0001851 cortex,CL:0000084 T cell,0.004663413,,
UBERON:0001851 cortex,UBERON:0000922 embryo,0.017757566,,
UBERON:0001851 cortex,CL:2000042 embryonic fibroblast,0.003318496,,
UBERON:0001851 cortex,UBERON:0000955 brain,0.436201501,,
UBERON:0001851 cortex,UBERON:0000045 ganglion,0.01298532,,
UBERON:0001851 cortex,UBERON:0001954 Ammon's horn,0.138174437,,
UBERON:0001851 cortex,CL:0000057 fibroblast,0.005157646,,
UBERON:0001851 cortex,UBERON:0002038 substantia nigra,0.061360972,,
UBERON:0001851 cortex,UBERON:0000115 lung epithelium,0.001079455,,
UBERON:0001851 cortex,CL:0000163 endocrine cell,0.003661215,,
UBERON:0001851 cortex,UBERON:0002107 liver,0.010456093,,
UBERON:0001851 cortex,UBERON:0010743 meningeal cluster,0.046302105,,
UBERON:0001851 cortex,UBERON:0004129 growth plate cartilage,0.002998659,,
UBERON:0001851 cortex,CL:0002365 medullary thymic epithelial cell,0.039664352,,
UBERON:0001851 cortex,UBERON:0001885 dentate gyrus of hippocampal formation,0.136367122,,
UBERON:0001851 cortex,CL:0000127 astrocyte,0.097777532,,
UBERON:0001851 cortex,UBERON:0000007 pituitary gland,0.030082909,,
UBERON:0001851 cortex,UBERON:0000992 female gonad,0.011778411,,
UBERON:0001851 cortex,CL:0000081 blood cell,0.009882504,,
UBERON:0001851 cortex,CL:0008019 mesenchymal cell,0.002607105,,
UBERON:0001851 cortex,CL:0000423 tip cell,0.01282106,,
UBERON:0001851 cortex,CL:1000497 kidney cell,0.009254442,,
UBERON:0001851 cortex,CL:0001059 common myeloid progenitor, CD34-positive,0,
UBERON:0001851 cortex,CL:0000763 myeloid cell,0.007227045,,
UBERON:0001851 cortex,CL:0000353 blastoderm cell,0.007277833,,
UBERON:0001851 cortex,UBERON:0001782 pigmented layer of retina,0.001466023,,
UBERON:0001851 cortex,CL:0000192 smooth muscle cell,0.002214077,,
UBERON:0001851 cortex,CL:0000746 cardiac muscle cell,0.001106216,,
UBERON:0001851 cortex,CL:1000410 myocyte of atrioventricular node,0,,
UBERON:0001003 skin epidermis,CL:0002092 bone marrow cell,0.006215937,,
UBERON:0001003 skin epidermis,CL:0000451 dendritic cell,0.018800413,,
UBERON:0001003 skin epidermis,UBERON:0002435 striatum,0,,
UBERON:0001003 skin epidermis,CL:0000137 osteocyte,0,,
UBERON:0001003 skin epidermis,CL:0002322 embryonic stem cell,0.001058048,,
UBERON:0001003 skin epidermis,UBERON:0001851 cortex,0.003102659,,
UBERON:0001003 skin epidermis,UBERON:0000044 dorsal root ganglion,0.002124472,,
UBERON:0001003 skin epidermis,UBERON:0001898 hypothalamus,0.001036629,,
UBERON:0001003 skin epidermis,CL:0000988 hematopoietic cell,0.001072123,,
UBERON:0001003 skin epidermis,CL:0000540 neuron,0.011374669,,
UBERON:0001003 skin epidermis,CL:0002321 embryonic cell,0,,
UBERON:0001003 skin epidermis,CL:0000037 hematopoietic stem cell,0.00312992,,
UBERON:0001003 skin epidermis,CL:0000687 R1 photoreceptor cell,0,,
UBERON:0001003 skin epidermis,UBERON:0001891 midbrain,0,,
UBERON:0001003 skin epidermis,UBERON:0001997 olfactory epithelium,0.002366506,,
UBERON:0001003 skin epidermis,CL:0002034 long term hematopoietic stem cell,0,,
UBERON:0001003 skin epidermis,CL:0002033 short term hematopoietic stem cell,0,,
UBERON:0001003 skin epidermis,CL:0002319 neural cell,0.011374669,,
UBERON:0001003 skin epidermis,CL:0000235 macrophage,0.004144634,,
UBERON:0001003 skin epidermis,UBERON:0000966 retina,0,,
UBERON:0001003 skin epidermis,CL:0001056 dendritic cell, human,0.001291723,
UBERON:0001003 skin epidermis,UBERON:0001264 pancreas,0.004150163,,
UBERON:0001003 skin epidermis,UBERON:0000473 testis,0.00104011,,
UBERON:0001003 skin epidermis,CL:0000169 type B pancreatic cell,0,,
UBERON:0001003 skin epidermis,UBERON:0001902 epithelium of small intestine,0,,
UBERON:0001003 skin epidermis,UBERON:0002048 lung,0.003105114,,
UBERON:0001003 skin epidermis,CL:0000084 T cell,0.009312594,,
UBERON:0001003 skin epidermis,UBERON:0000922 embryo,0.025857224,,
UBERON:0001003 skin epidermis,CL:2000042 embryonic fibroblast,0,,
UBERON:0001003 skin epidermis,UBERON:0000955 brain,0.00723459,,
UBERON:0001003 skin epidermis,UBERON:0000045 ganglion,0.002086046,,
UBERON:0001003 skin epidermis,UBERON:0001954 Ammon's horn,0.001038075,,
UBERON:0001003 skin epidermis,CL:0000057 fibroblast,0.010358302,,
UBERON:0001003 skin epidermis,UBERON:0002038 substantia nigra,0,,
UBERON:0001003 skin epidermis,UBERON:0000115 lung epithelium,0,,
UBERON:0001003 skin epidermis,CL:0000163 endocrine cell,0.001043266,,
UBERON:0001003 skin epidermis,UBERON:0002107 liver,0.005171301,,
UBERON:0001003 skin epidermis,UBERON:0010743 meningeal cluster,0,,
UBERON:0001003 skin epidermis,UBERON:0004129 growth plate cartilage,0,,
UBERON:0001003 skin epidermis,CL:0002365 medullary thymic epithelial cell,0,,
UBERON:0001003 skin epidermis,UBERON:0001885 dentate gyrus of hippocampal formation,0,,
UBERON:0001003 skin epidermis,CL:0000127 astrocyte,0.0010499,,
UBERON:0001003 skin epidermis,UBERON:0000007 pituitary gland,0.001040898,,
UBERON:0001003 skin epidermis,UBERON:0000992 female gonad,0.002077806,,
UBERON:0001003 skin epidermis,CL:0000081 blood cell,0.016537899,,
UBERON:0001003 skin epidermis,CL:0008019 mesenchymal cell,0,,
UBERON:0001003 skin epidermis,CL:0000423 tip cell,0,,
UBERON:0001003 skin epidermis,CL:1000497 kidney cell,0.001070296,,
UBERON:0001003 skin epidermis,CL:0001059 common myeloid progenitor, CD34-positive,0,
